name,price,href,chipset,memory,core_clock,boost_clock,color,length
XFX HD-583X-ZAFC,,https://pcpartpicker.com/product/vXQypg/xfx-video-card-hd583xzafc,Radeon HD 5830,1,800,,Black / Red,
XFX HD-435X-UAH2,,https://pcpartpicker.com/product/9zTmP6/xfx-video-card-hd435xuah2,Radeon HD 4350,0.25,600,,Black,
Gigabyte GV-R557OC-1GI,,https://pcpartpicker.com/product/PPqdnQ/gigabyte-video-card-gvr557oc1gi,Radeon HD 5570,1,670,,Black / Blue,
Biostar VA5552NHG1,,https://pcpartpicker.com/product/TktCmG/biostar-video-card-va5552nhg1,Radeon HD 5550,1,,,,
Biostar VA5675NHG1,,https://pcpartpicker.com/product/3CXfrH/biostar-video-card-va5675nhg1,Radeon HD 5670,1,775,,,
MSI R4350-MD512H,,https://pcpartpicker.com/product/gCh9TW/msi-video-card-r4350md512h,Radeon HD 4350,0.5,600,,Red,
VisionTek 784090025739,,https://pcpartpicker.com/product/JYGkcf/visiontek-video-card-784090025739,Radeon HD 5850,1,725,,,
PowerColor AX4830 512MD3,,https://pcpartpicker.com/product/T6zv6h/powercolor-video-card-ax4830512md3,Radeon HD 4830,0.5,575,,,213
PowerColor AX5450 1GBK3-SH,,https://pcpartpicker.com/product/Kcn2FT/powercolor-video-card-ax54501gbk3sh,Radeon HD 5450,1,650,,Black / Red,
PowerColor AX5550 512MK3-H,,https://pcpartpicker.com/product/VKmLrH/powercolor-video-card-ax5550512mk3h,Radeon HD 5550,0.5,550,,Black / Red,
Sapphire 100287L,,https://pcpartpicker.com/product/DPqdnQ/sapphire-video-card-100287l,Radeon HD 5670,0.5,775,,,
Sapphire 100287VGAL,,https://pcpartpicker.com/product/hcK7YJ/sapphire-video-card-100287vgal,Radeon HD 5670,0.5,775,,,
Sapphire 100289L,,https://pcpartpicker.com/product/cwQypg/sapphire-video-card-100289l,Radeon HD 5670,1,775,,Black / Blue,
Sapphire 100291L,,https://pcpartpicker.com/product/97jG3C/sapphire-video-card-100291l,Radeon HD 5450,0.5,650,,Black / Blue,
Sapphire 100293DP,,https://pcpartpicker.com/product/JjxfrH/sapphire-video-card-100293dp,Radeon HD 5570,1,650,,Black / Blue,
VisionTek 900310,,https://pcpartpicker.com/product/QFkD4D/visiontek-video-card-900310,Radeon HD 5670,1,775,,,
Asus ENGTX580/2DI/1536MD5,,https://pcpartpicker.com/product/VK9KHx/asus-video-card-engtx5802di1536md5,GeForce GTX 580,1.5,782,,Black / Silver,279
EVGA 01G-P3-1380-KR,,https://pcpartpicker.com/product/4b9KHx/evga-video-card-01gp31380kr,GeForce GTX 460,1,850,,Black / Silver,209
Gigabyte GV-N460OC2-1GI,,https://pcpartpicker.com/product/mGTmP6/gigabyte-video-card-gvn460oc21gi,GeForce GTX 460,1,760,,Black / Blue,
MSI HAWK,,https://pcpartpicker.com/product/CfBv6h/msi-video-card-n460gtxhawk,GeForce GTX 460,1,780,,Black / Silver,237
MSI N465GTX-M2D1G,,https://pcpartpicker.com/product/s2CwrH/msi-video-card-n465gtxm2d1g,GeForce GTX 465,1,607,,Black / Red,243
Sparkle SXX4602048D5SNM,,https://pcpartpicker.com/product/68g323/sparkle-video-card-sxx4602048d5snm,GeForce GTX 460,2,700,,Black / Purple,209
Zotac ZT-40301-10P,,https://pcpartpicker.com/product/tkBv6h/zotac-video-card-zt4030110p,GeForce GTX 465,1,607,,Black / Orange,
XFX PVT86SWHLG,,https://pcpartpicker.com/product/G9zv6h/xfx-video-card-pvt86swhlg,GeForce 8400 GS,0.25,567,,Black,
XFX PVT94GYRF2,,https://pcpartpicker.com/product/pXQypg/xfx-video-card-pvt94gyrf2,GeForce 9400 GT,0.5,550,,Black / Silver,
Gigabyte GV-N570OC-13I,,https://pcpartpicker.com/product/Lhckcf/gigabyte-video-card-gvn570oc13i,GeForce GTX 570,1.25,780,,Black / Blue,
Gigabyte GV-N580UD-15I,,https://pcpartpicker.com/product/NRPfrH/gigabyte-video-card-gvn580ud15i,GeForce GTX 580,1.5,795,,Black / Green,
Asus ENGTS450 DC OC/DI/1GD5,,https://pcpartpicker.com/product/wB3RsY/asus-video-card-engts450dcocdi1gd5,GeForce GTS 450,1,850,,,
ECS N9500GTC-1GQS-F,,https://pcpartpicker.com/product/GK9KHx/ecs-video-card-n9500gtc1gqsf,GeForce 9500 GT,1,,,Black / Silver,
ECS NS8400GSC-1GQS-H,,https://pcpartpicker.com/product/rJ4gXL/ecs-video-card-ns8400gsc1gqsh,GeForce 8400 GS,1,,,,
EVGA 02G-P3-1386-KR,,https://pcpartpicker.com/product/Q8g323/evga-video-card-02gp31386kr,GeForce GTX 460,2,700,,Black / Silver,209
Gigabyte GV-N430OC-1GL,,https://pcpartpicker.com/product/2XQypg/gigabyte-video-card-gvn430oc1gl,GeForce GT 430,1,730,,Black / Blue,
Gigabyte GV-N450OC2-1GI,,https://pcpartpicker.com/product/ZMNp99/gigabyte-video-card-gvn450oc21gi,GeForce GTS 450,1,930,,Black / Blue,
MSI R5450-MD1GD3H/LP,,https://pcpartpicker.com/product/DBn2FT/msi-video-card-r5450md1gd3hlp,Radeon HD 5450,1,,,Black / Silver,
Sapphire 100291DDR3L,,https://pcpartpicker.com/product/FFNp99/sapphire-video-card-100291ddr3l,Radeon HD 5450,0.5,650,,Black / Green,
Sparkle SXS4501024D5SNM,,https://pcpartpicker.com/product/CjxfrH/sparkle-video-card-sxs4501024d5snm,GeForce GTS 450,1,789,,Black / Blue,209
Sparkle SXT4301024S3LNM,,https://pcpartpicker.com/product/VJ9KHx/sparkle-video-card-sxt4301024s3lnm,GeForce GT 430,1,700,,Green / Silver,144
XFX HD-687A-ZDFC,,https://pcpartpicker.com/product/JYFPxr/xfx-video-card-hd687azdfc,Radeon HD 6870,1,900,,Black / Silver,261
XFX HD557XZNFR,,https://pcpartpicker.com/product/ds4gXL/xfx-video-card-hd557xznfr,Radeon HD 5570,1,650,,Black,
Zotac ZT-40503-10L,,https://pcpartpicker.com/product/3GTmP6/zotac-video-card-zt4050310l,GeForce GTS 450,1,810,,Black / Orange,187
Zotac ZT-40601-20L,,https://pcpartpicker.com/product/WPqdnQ/zotac-video-card-zt4060120l,GeForce GT 430,1,700,,Blue / Silver,144
Zotac ZT-40701-10L,,https://pcpartpicker.com/product/kkBv6h/zotac-video-card-zt4070110l,GeForce GT 440,0.5,810,,Black / Orange,144
EVGA 01G-P3-1450-TR,,https://pcpartpicker.com/product/zXQypg/evga-video-card-01gp31450tr,GeForce GTS 450,1,822,,Black / Gold,209
PNY VCGGTS4501XPB,,https://pcpartpicker.com/product/DQbp99/pny-video-card-vcggts4501xpb,GeForce GTS 450,1,783,,Black / Green,209
MSI TWIN FROZR II,,https://pcpartpicker.com/product/32sKHx/msi-video-card-r6950twinfrozriioc,Radeon HD 6950,2,810,,Black / Silver,
PowerColor AX6970 2GBD5-PP2DHG,,https://pcpartpicker.com/product/48tCmG/powercolor-video-card-ax69702gbd5pp2dhg,Radeon HD 6970,2,940,,,275
Asus ENGTX560 TI DCII TOP/2DI/1GD5,,https://pcpartpicker.com/product/zNbp99/asus-video-card-engtx560tidciitop2di1gd5,GeForce GTX 560 Ti,1,900,,Black / Red,258
Gigabyte GV-R699D5-4GD-B,,https://pcpartpicker.com/product/27Np99/gigabyte-video-card-gvr699d54gdb,Radeon HD 6990,4,830,,,317
Sapphire 100310SR,,https://pcpartpicker.com/product/CLmLrH/sapphire-video-card-100310sr,Radeon HD 6990,4,830,,Black / Red,
HIS H695QNT2G2M,,https://pcpartpicker.com/product/XnR48d/his-video-card-h695qnt2g2m,Radeon HD 6950,2,840,,Green,
Asus ENGT520 Silent/DI/1GD3(LP),,https://pcpartpicker.com/product/8QH323/asus-video-card-engt520silentdi1gd3lp,GeForce GT 520,1,810,,,177
Diamond 6670PE51G,,https://pcpartpicker.com/product/3gMFf7/diamond-video-card-6670pe51g,Radeon HD 6670,1,800,,Black / Red,
MSI R6570-MD1GD3/LP,,https://pcpartpicker.com/product/F4Lypg/msi-video-card-r6570md1gd3lp,Radeon HD 6570,1,650,,Black / Silver,
MSI TWIN FROZR III PE,,https://pcpartpicker.com/product/vfTmP6/msi-video-card-r6950twinfrozriiipeoc,Radeon HD 6950,2,850,,,
MSI R6990-4PD4GD5,,https://pcpartpicker.com/product/Zw4gXL/msi-video-card-r69904pd4gd5,Radeon HD 6990,4,830,,Black / Silver,
PowerColor AX6770 1GBD5-H,,https://pcpartpicker.com/product/tKtCmG/powercolor-video-card-ax67701gbd5h,Radeon HD 6770,1,850,,Black / Red,
PowerColor AX6950 2GBD5-2DH,,https://pcpartpicker.com/product/9rbp99/powercolor-video-card-ax69502gbd52dh,Radeon HD 6950,2,800,,Black / Red,275
Sapphire 100316L,,https://pcpartpicker.com/product/kfTmP6/sapphire-video-card-100316l,Radeon HD 6790,1,,,Black / Silver,
Sapphire 100321DDR5L,,https://pcpartpicker.com/product/dbPfrH/sapphire-video-card-100321ddr5l,Radeon HD 6450,0.5,625,,,
Sapphire 100327L,,https://pcpartpicker.com/product/gQH323/sapphire-video-card-100327l,Radeon HD 6750,1,,,Black / Blue,
Sapphire 100328L,,https://pcpartpicker.com/product/H8tCmG/sapphire-video-card-100328l,Radeon HD 6770,1,,,Black / Blue,
XFX HD-577X-ZNLC,,https://pcpartpicker.com/product/vqZQzy/xfx-video-card-hd577xznlc,Radeon HD 5770,1,850,,,
XFX HD-645X-ZNH2,,https://pcpartpicker.com/product/JmMFf7/xfx-video-card-hd645xznh2,Radeon HD 6450,1,625,,Black,
Gigabyte GV-R645OC-1GI,,https://pcpartpicker.com/product/TjrG3C/gigabyte-video-card-gvr645oc1gi,Radeon HD 6450,1,675,,Black / Blue,
EVGA 015-P3-1587-AR,,https://pcpartpicker.com/product/ZqZQzy/evga-video-card-015p31587ar,GeForce GTX 580,1.5,797,,Black / Blue,266
Gigabyte GV-N580SO-15I,,https://pcpartpicker.com/product/hmMFf7/gigabyte-video-card-gvn580so15i,GeForce GTX 580,1.5,855,,Black / Blue,281
MSI TWIN FROZR II,,https://pcpartpicker.com/product/8zV48d/msi-video-card-n560gtxtwinfrozriioc,GeForce GTX 560,1,870,,Black / Silver,
Zotac ZT-50103-10P,,https://pcpartpicker.com/product/wkQypg/zotac-video-card-zt5010310p,GeForce GTX 580,3,772,,Black / Orange,
Asus EAH5450 SILENT/DI/512MD3(LP),,https://pcpartpicker.com/product/7HmLrH/asus-video-card-eah5450silentdi512md3lp,Radeon HD 5450,0.5,650,,Red / Silver,177
MSI N560GTX-M2D1GD5,,https://pcpartpicker.com/product/bDR48d/msi-video-card-n560gtxm2d1gd5,GeForce GTX 560,1,810,,Black,
PNY VCGGTX560XPB,,https://pcpartpicker.com/product/Vyn2FT/pny-video-card-vcggtx560xpb,GeForce GTX 560,1,810,,Black / Blue,209
PowerColor AX6790 1GBD5-DH,,https://pcpartpicker.com/product/2nR48d/powercolor-video-card-ax67901gbd5dh,Radeon HD 6790,1,840,,Black / Red,
Zotac ZT-50701-10M,,https://pcpartpicker.com/product/nrbp99/zotac-video-card-zt5070110m,GeForce GTX 560,1,820,,Black / Orange,209
Asus EAH5450 SILENT/DI/1GD3/V2(LP),,https://pcpartpicker.com/product/3nR48d/asus-video-card-eah5450silentdi1gd3v2lp,Radeon HD 5450,1,,,Red / Silver,
Diamond 6450PE31G,,https://pcpartpicker.com/product/7FDwrH/diamond-video-card-6450pe31g,Radeon HD 6450,1,625,,Red / Silver,
EVGA 012-P3-1578-AR,,https://pcpartpicker.com/product/qFDwrH/evga-video-card-012p31578ar,GeForce GTX 570,1.25,822,,Black / Red,266
EVGA 01G-P3-1352-KR,,https://pcpartpicker.com/product/rs3RsY/evga-video-card-01gp31352kr,GeForce GTS 450,1,783,,Black / Gold,209
EVGA 01G-P3-1468-KR,,https://pcpartpicker.com/product/PqZQzy/evga-video-card-01gp31468kr,GeForce GTX 560,1,931,,,209
EVGA 02G-P3-1469-KR,,https://pcpartpicker.com/product/mpPfrH/evga-video-card-02gp31469kr,GeForce GTX 560,2,850,,Black / Green,209
EVGA 02G-P3-1529-KR,,https://pcpartpicker.com/product/F9DwrH/evga-video-card-02gp31529kr,GeForce GT 520,2,810,,Black,144
EVGA 03G-P3-1596-AR,,https://pcpartpicker.com/product/yhzv6h/evga-video-card-03gp31596ar,GeForce GTX 590,3,630,,Black,279
Gigabyte GV-N570OC-13I Rev2.0,,https://pcpartpicker.com/product/jDR48d/gigabyte-video-card-gvn570oc13irev20,GeForce GTX 570,1.25,780,,Black / Blue,281
Gigabyte GV-N570SO-13I,,https://pcpartpicker.com/product/3pPfrH/gigabyte-video-card-gvn570so13i,GeForce GTX 570,1.25,845,,Black / Blue,281
Gigabyte GV-R675OC-1GI,,https://pcpartpicker.com/product/Z7Np99/gigabyte-video-card-gvr675oc1gi,Radeon HD 6750,1,740,,Black / Blue,195
Gigabyte GV-R677SL-1GD,,https://pcpartpicker.com/product/zLmLrH/gigabyte-video-card-gvr677sl1gd,Radeon HD 6770,1,850,,Black / Blue,274
HIS H667FS1G,,https://pcpartpicker.com/product/2J3RsY/his-video-card-h667fs1g,Radeon HD 6670,1,800,,Black / Blue,
Zotac ZT-50603-10L,,https://pcpartpicker.com/product/JKtCmG/zotac-video-card-zt5060310l,GeForce GT 520,1,810,,Black / Orange,167
XFX HD-695X-CDFC,,https://pcpartpicker.com/product/43YXsY/xfx-video-card-hd695xcdfc,Radeon HD 6950,2,800,,Black / Silver,256
XFX HD-677X-ZNFC,,https://pcpartpicker.com/product/PZbp99/xfx-video-card-hd677xznfc,Radeon HD 6770,1,850,,Black / Silver,200
MSI R5450-MD512D3H/LP,,https://pcpartpicker.com/product/PVphP6/msi-video-card-r5450md512d3hlp,Radeon HD 5450,0.5,650,,Red / Silver,
EVGA 01G-P3-1372-AR,,https://pcpartpicker.com/product/CzDwrH/evga-video-card-01gp31372ar,GeForce GTX 460,1,763,,,209
Diamond 6750PE51GSB,,https://pcpartpicker.com/product/K4bp99/diamond-video-card-6750pe51gsb,Radeon HD 6750,1,700,,Black / Green,215
MSI R6770-MD1GD5,,https://pcpartpicker.com/product/jcphP6/msi-video-card-r6770md1gd5,Radeon HD 6770,1,800,,Black,
Gigabyte GV-N56GSO-1GI,,https://pcpartpicker.com/product/jpckcf/gigabyte-video-card-gvn56gso1gi,GeForce GTX 560,1,900,,Black / Blue,238
Sparkle X520 King,,https://pcpartpicker.com/product/VXckcf/sparkle-video-card-x520king,GeForce GT 520,2,900,,Beige,154
XFX HD-577X-Z5F3,,https://pcpartpicker.com/product/yWh9TW/xfx-video-card-hd577xz5f3,Radeon HD 5770,1,850,,Black / Red,
XFX HD-545X-YQH2,,https://pcpartpicker.com/product/dbMFf7/xfx-video-card-hd545xyqh2,Radeon HD 5450,0.5,650,,Black,
Galaxy 50SGH8HX3OMJ,,https://pcpartpicker.com/product/Q96BD3/galaxy-video-card-50sgh8hx3omj,GeForce GTS 450,1,888,,,209
EVGA 012-P3-1572-TR,,https://pcpartpicker.com/product/XRW9TW/evga-video-card-012p31572tr,GeForce GTX 570,1.25,797,,Black / Red,266
HIS H577FM1GD,,https://pcpartpicker.com/product/dYjG3C/his-video-card-h577fm1gd,Radeon HD 5770,1,850,,,212
Gigabyte GV-N520D3-1GI,,https://pcpartpicker.com/product/HWh9TW/gigabyte-video-card-gvn520d31gi,GeForce GT 520,1,810,,Black / Blue,177
XFX HD-645X-ZQH2,,https://pcpartpicker.com/product/T96BD3/xfx-video-card-hd645xzqh2,Radeon HD 6450,1,650,,Black,181
Diamond A5970PE52G,,https://pcpartpicker.com/product/xLQypg/diamond-video-card-a5970pe52g,Radeon HD 5970,2,725,,,
Gigabyte GV-R645SL-1GI,,https://pcpartpicker.com/product/rgg323/gigabyte-video-card-gvr645sl1gi,Radeon HD 6450,1,625,,Blue / Silver,180
Galaxy 25SGF6HX1RUV,,https://pcpartpicker.com/product/23xfrH/galaxy-video-card-25sgf6hx1ruv,GeForce GTS 250,1,738,,Black / Blue,
XFX HD-467X-ZDFR,,https://pcpartpicker.com/product/YF2kcf/xfx-video-card-hd467xzdfr,Radeon HD 4670,1,750,,Black,167
MSI R6570-MD1G/LP,,https://pcpartpicker.com/product/v8Np99/msi-video-card-r6570md1glp,Radeon HD 6570,1,650,,Black / Silver,166
XFX HD-645X-YNH2,,https://pcpartpicker.com/product/wx3RsY/xfx-video-card-hd645xynh2,Radeon HD 6450,0.5,625,,,181
HIS H687QN1G2M,,https://pcpartpicker.com/product/hsGkcf/his-video-card-h687qn1g2m,Radeon HD 6870,1,900,,Translucent Blue,260
MSI R6450-MD2GD3/LP,,https://pcpartpicker.com/product/2qFPxr/msi-video-card-r6450md2gd3lp,Radeon HD 6450,2,625,,Black / Red,145
Galaxy 55NPH8HX4LXZ,,https://pcpartpicker.com/product/72yFf7/galaxy-video-card-55nph8hx4lxz,GeForce GTX 550 Ti,2,900,,,209
ECS NGTX550TI-1GPLI-F1,,https://pcpartpicker.com/product/Xgg323/ecs-video-card-ngtx550ti1gplif1,GeForce GTX 550 Ti,1,900,,Black / Blue,
PNY VCGG2105XXB,,https://pcpartpicker.com/product/GsGkcf/pny-video-card-vcgg2105xxb,GeForce 210,0.5,589,,,
Sapphire 100311FLEXBF3,,https://pcpartpicker.com/product/bNCwrH/sapphire-video-card-100311flexbf3,Radeon HD 6970,2,930,,,
Zotac ZT-40607-10L,,https://pcpartpicker.com/product/3ZMFf7/zotac-video-card-zt4060710l,GeForce GT 430,1,700,,Black / Orange,144
Zotac ZT-50610-10L,,https://pcpartpicker.com/product/Dxzv6h/zotac-video-card-zt5061010l,GeForce GT 520,0.5,810,,Black / Silver,167
PowerColor AX5450 512MK3-SHV6,,https://pcpartpicker.com/product/89MFf7/powercolor-video-card-ax5450512mk3shv6,Radeon HD 5450,0.5,650,,Black / Red,
HIS H797F3G2M,,https://pcpartpicker.com/product/4ZMFf7/his-video-card-h797f3g2m,Radeon HD 7970,3,925,,Black / Red,320
Asus HD7970-3GD5-3DI2S,,https://pcpartpicker.com/product/NYxfrH/asus-video-card-hd79703gd53di2s,Radeon HD 7970,3,925,,Black / Red,276
PNY VCGGTX4601XPB,,https://pcpartpicker.com/product/xxzv6h/pny-video-card-vcggtx4601xpb,GeForce GTX 460,1,675,,Black / Green,
MSI R7970-2PMD3GD5,,https://pcpartpicker.com/product/TFV48d/msi-video-card-r79702pmd3gd5,Radeon HD 7970,3,925,,Black / Red,279
PowerColor AX6750 1GBK3-H,,https://pcpartpicker.com/product/G2dqqs/powercolor-video-card-ax67501gbk3h,Radeon HD 6750,1,700,,,182
Sapphire 11196-02-40G,,https://pcpartpicker.com/product/B47wrH/sapphire-video-card-111960240g,Radeon HD 7950,3,900,,Black / Blue,275
XFX FX-795A-TDFC,,https://pcpartpicker.com/product/ZrkD4D/xfx-video-card-fx795atdfc,Radeon HD 7950,3,800,,Black / Silver,266
XFX FX-797A-TDFC,,https://pcpartpicker.com/product/ts2kcf/xfx-video-card-fx797atdfc,Radeon HD 7970,3,925,,Black / Silver,274
HIS H775F1GD,,https://pcpartpicker.com/product/tRdqqs/his-video-card-h775f1gd,Radeon HD 7750,1,800,,Black / Blue,181
XFX FX-777A-ZNF4,,https://pcpartpicker.com/product/PG8Zxr/xfx-video-card-fx777aznf4,Radeon HD 7770,1,1000,,Black / Silver,223
PowerColor AX7770 1GBD5-2DH,,https://pcpartpicker.com/product/vhQypg/powercolor-video-card-ax77701gbd52dh,Radeon HD 7770,1,1000,,Black / Red,210
Asus HD7750-1GD5,,https://pcpartpicker.com/product/R6w323/asus-video-card-hd77501gd5,Radeon HD 7750,1,820,,Black / Red,198
Asus HD7770-DC-1GD5,,https://pcpartpicker.com/product/Hs2kcf/asus-video-card-hd7770dc1gd5,Radeon HD 7770,1,1020,,Black / Red,226
MSI R7770-2PMD1GD5/OC,,https://pcpartpicker.com/product/g47wrH/msi-video-card-r77702pmd1gd5oc,Radeon HD 7770,1,1000,,Black / Blue,234
PowerColor AX6670 2GBK3-H,,https://pcpartpicker.com/product/ss2kcf/powercolor-video-card-ax66702gbk3h,Radeon HD 6670,2,800,,Black / Red,182
ECS NGTS450-1GPL-F,,https://pcpartpicker.com/product/yyMFf7/ecs-video-card-ngts4501gplf,GeForce GTS 450,1,783,,Black / Green,
MSI R6670-MD1GD3,,https://pcpartpicker.com/product/zRdqqs/msi-video-card-r6670md1gd3,Radeon HD 6670,1,800,,Black / Blue,176
MSI TWIN FROZR,,https://pcpartpicker.com/product/B6w323/msi-video-card-r7850twinfrozr2gd5oc,Radeon HD 7850,2,900,,Black / Silver,197
HIS H777F1G2M,,https://pcpartpicker.com/product/NwBv6h/his-video-card-h777f1g2m,Radeon HD 7770,1,1000,,Black / Blue,
MSI TWIN FROZR,,https://pcpartpicker.com/product/CWphP6/msi-video-card-r7870twinfrozr2gd5oc,Radeon HD 7870,2,1050,,Black / Silver,270
Sapphire 11199-03-20G,,https://pcpartpicker.com/product/JQ4gXL/sapphire-video-card-111990320g,Radeon HD 7870,2,1050,,Black / Blue,260
Gigabyte GV-N440-2GI,,https://pcpartpicker.com/product/wvMFf7/gigabyte-video-card-gvn4402gi,GeForce GT 440,2,810,,Black / Blue,185
Zotac ZT-60101-10P,,https://pcpartpicker.com/product/bYxfrH/zotac-video-card-zt6010110p,GeForce GTX 680,2,1006,,Black / Orange,266
Sapphire 11199-00-20G,,https://pcpartpicker.com/product/PkNp99/sapphire-video-card-111990020g,Radeon HD 7870,2,1000,,Black / Blue,260
MSI N680GTX-PM2D2GD5,,https://pcpartpicker.com/product/dVNp99/msi-video-card-n680gtxpm2d2gd5,GeForce GTX 680,2,1006,,Black / Blue,270
MSI LIGHTNING,,https://pcpartpicker.com/product/mcXfrH/msi-video-card-r7970lightning,Radeon HD 7970,3,1070,,Black / Yellow,304
Sapphire 11202-05-20G,,https://pcpartpicker.com/product/xMh9TW/sapphire-video-card-112020520g,Radeon HD 7750,1,850,,Black / Blue,169
Diamond 7750PE51G,,https://pcpartpicker.com/product/8g6BD3/diamond-video-card-7750pe51g,Radeon HD 7750,1,800,,Black / Blue,223
Diamond 7770PE51G,,https://pcpartpicker.com/product/mTLypg/diamond-video-card-7770pe51g,Radeon HD 7770,1,1000,,Black / Blue,223
MSI TWIN FROZR,,https://pcpartpicker.com/product/69MFf7/msi-video-card-n680gtxtwinfrozr2gd5oc,GeForce GTX 680,2,1058,,Black / Silver,270
Diamond 7870PE52G,,https://pcpartpicker.com/product/kMh9TW/diamond-video-card-7870pe52g,Radeon HD 7870,2,1000,,Black / Red,248
Sapphire 11192-22-20G,,https://pcpartpicker.com/product/M9MFf7/sapphire-video-card-111922220g,Radeon HD 6670,1,800,,Black / Green,164
Asus HD7970-DC2-3GD5,,https://pcpartpicker.com/product/rNMFf7/asus-video-card-hd7970dc23gd5,Radeon HD 7970,3,925,,Black / Red,279
ATI 100-505649,,https://pcpartpicker.com/product/dKjG3C/ati-video-card-100505649,FirePro V4900,1,,,Black / Red,
ATI 100-505648,,https://pcpartpicker.com/product/Lz3RsY/ati-video-card-100505648,FirePro V5900,2,,,Black / Red,
EVGA 02G-P4-2682-KR,,https://pcpartpicker.com/product/Jjzv6h/evga-video-card-02gp42682kr,GeForce GTX 680,2,1058,,Black,254
EVGA 02G-P4-2670-KR,,https://pcpartpicker.com/product/k47wrH/evga-video-card-02gp42670kr,GeForce GTX 670,2,915,,Black / Silver,241
Zotac ZT-60301-10P,,https://pcpartpicker.com/product/rz3RsY/zotac-video-card-zt6030110p,GeForce GTX 670,2,915,,Black,240
XFX FX-775A-ZDP4,,https://pcpartpicker.com/product/xX6BD3/xfx-video-card-fx775azdp4,Radeon HD 7750,1,900,,Black / Silver,223
HIS H787QN2G2M,,https://pcpartpicker.com/product/rTLypg/his-video-card-h787qn2g2m,Radeon HD 7870,2,1000,,Black / Silver,255
XFX FX-775A-ZNP4,,https://pcpartpicker.com/product/yJLypg/xfx-video-card-fx775aznp4,Radeon HD 7750,1,800,,Black / Silver,210
HIS H787F2G2M,,https://pcpartpicker.com/product/6TLypg/his-video-card-h787f2g2m,Radeon HD 7870,2,1000,,Black / Silver,255
PNY VCGGTX580XPB-CG,,https://pcpartpicker.com/product/Xg6BD3/pny-video-card-vcggtx580xpbcg,GeForce GTX 580,1.5,772,,Black / Gold,266
EVGA 02G-P3-2617-KR,,https://pcpartpicker.com/product/pdkD4D/evga-video-card-02gp32617kr,GeForce GT 610,2,,,Black,
Gigabyte GV-N680OC-2GD,,https://pcpartpicker.com/product/GvMFf7/gigabyte-video-card-gvn680oc2gd,GeForce GTX 680,2,1071,,Black / Blue,284
EVGA 04G-P4-2692-KR,,https://pcpartpicker.com/product/tp6BD3/evga-video-card-04gp42692kr,GeForce GTX 690,4,915,,Black / Silver,279
EVGA 01G-P3-2631-KR,,https://pcpartpicker.com/product/pjzv6h/evga-video-card-01gp32631kr,GeForce GT 630,1,810,,Black / Green,144
PowerColor AX7850 2GBD5-DH,,https://pcpartpicker.com/product/bs2kcf/powercolor-video-card-ax78502gbd5dh,Radeon HD 7850,2,860,,Black / Yellow,202
Zotac ZT-60405-10L,,https://pcpartpicker.com/product/68Gkcf/zotac-video-card-zt6040510l,GeForce GT 630,4,810,,Black / Orange,152
Gigabyte GV-N640OC-2GI,,https://pcpartpicker.com/product/LJK7YJ/gigabyte-video-card-gvn640oc2gi,GeForce GT 640,2,1050,,Black / Blue,189
PowerColor AX7750 1GBD5-NH,,https://pcpartpicker.com/product/WDYXsY/powercolor-video-card-ax77501gbd5nh,Radeon HD 7750,1,800,,Black / Red,204
VisionTek 900530,,https://pcpartpicker.com/product/bX8Zxr/visiontek-video-card-900530,Radeon HD 5450,0.5,650,,Black / Red,
Gigabyte GV-R667D3-2GI,,https://pcpartpicker.com/product/tX6BD3/gigabyte-video-card-gvr667d32gi,Radeon HD 6670,2,800,,Black / Blue,211
Gigabyte GV-R645-1GI,,https://pcpartpicker.com/product/gYxfrH/gigabyte-video-card-gvr6451gi,Radeon HD 6450,1,625,,Blue / Silver,182
VisionTek 900447,,https://pcpartpicker.com/product/jjzv6h/visiontek-video-card-900447,Radeon HD 6770,1,850,,,
Gigabyte GV-N610D3-1GI,,https://pcpartpicker.com/product/p2PfrH/gigabyte-video-card-gvn610d31gi,GeForce GT 610,1,810,,Black / Blue,
Zotac ZT-60201-10L,,https://pcpartpicker.com/product/QDYXsY/zotac-video-card-zt6020110l,GeForce GT 640,2,900,,Black / Orange,144
Jaton Video-PX430GT-LX,,https://pcpartpicker.com/product/qp6BD3/jaton-video-card-videopx430gtlx,GeForce GT 430,1,,,Green / Silver,144
Galaxy 68NQH6DN6DXZ,,https://pcpartpicker.com/product/qPCwrH/galaxy-video-card-68nqh6dn6dxz,GeForce GTX 680,4,1110,,Black / Silver,254
ATI 100-505602,,https://pcpartpicker.com/product/Gb3RsY/ati-video-card-100505602,FirePro V9800,4,,,Black / Red,
Asus GTX680-DC2T-2GD5,,https://pcpartpicker.com/product/kWkD4D/asus-video-card-gtx680dc2t2gd5,GeForce GTX 680,2,1137,,Black / Red,299
EVGA 02G-P4-3684-KR,,https://pcpartpicker.com/product/hm9KHx/evga-video-card-02gp43684kr,GeForce GTX 680,2,1006,,Black / Silver,266
EVGA 02G-P4-2684-KR,,https://pcpartpicker.com/product/qRckcf/evga-video-card-02gp42684kr,GeForce GTX 680,2,1058,,Black,254
Zotac ZT-60501-10L,,https://pcpartpicker.com/product/cRckcf/zotac-video-card-zt6050110l,GeForce GT 620,2,700,,,152
PowerColor AX7870 2GBD5-2DHPPV,,https://pcpartpicker.com/product/xfw323/powercolor-video-card-ax78702gbd52dhppv,Radeon HD 7870 GHz Edition,2,1150,,Black / Red,284
