name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
AMD Opteron 6344,,https://pcpartpicker.com/product/GzQypg/amd-cpu-os6344wktcghkwof,12,2.6,3.2,Piledriver,115,,LGA2011-3
Intel Xeon E5-2603 V4,449.95,https://pcpartpicker.com/product/gk98TW/intel-cpu-bx80660e52603v4,6,1.7,,Broadwell,85,,LGA1151
Intel Core i3-7300,,https://pcpartpicker.com/product/XQM323/intel-core-i3-7300-40ghz-dual-core-processor-bx80677i37300,2,4,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Celeron G3930,98.02,https://pcpartpicker.com/product/b9X2FT/intel-celeron-g3930-29ghz-dual-core-oemtray-processor-cm8067703015717,2,2.9,,Kaby Lake,51,Intel HD Graphics 610,FM2+
AMD A8-7650K,,https://pcpartpicker.com/product/Kgbkcf/amd-a8-7650k-33ghz-quad-core-processor-ad765kxbjasbx,4,3.3,3.7,Steamroller,95,Radeon R7 (on-die),LGA1151
Intel Core i3-8300,,https://pcpartpicker.com/product/2pm323/intel-core-i3-8300-37ghz-quad-core-oemtray-processor-cm8068403377111,4,3.7,,Coffee Lake,62,Intel UHD Graphics 630,LGA1151
Intel Pentium Gold G5500,,https://pcpartpicker.com/product/nFKcCJ/intel-pentium-gold-g5500-38ghz-dual-core-oemtray-processor-cm8068403377611,2,3.8,,Coffee Lake,54,Intel UHD Graphics 630,LGA1151
Intel Pentium Gold G5500,,https://pcpartpicker.com/product/JBhKHx/intel-pentium-gold-g5500-38ghz-dual-core-processor-bx80684g5500,2,3.8,,Coffee Lake,54,Intel UHD Graphics 630,LGA2011
Intel Xeon E5-2660,,https://pcpartpicker.com/product/c8tQzy/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-cm8062107184801,8,2.2,3,Sandy Bridge,95,,LGA1151
Intel Core i3-9300,,https://pcpartpicker.com/product/p2FKHx/intel-core-i3-9300-37-ghz-quad-core-oemtray-processor-cm8068403377117,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,LGA1151
Intel Core i3-9320,,https://pcpartpicker.com/product/qp9tt6/intel-core-i3-9320-37-ghz-quad-core-processor-bx80684i39320,4,3.7,4.4,Coffee Lake Refresh,62,,LGA1151
Intel Core i3-9320,,https://pcpartpicker.com/product/gttKHx/intel-core-i3-9320-37-ghz-quad-core-oemtray-processor-cm8068403376914,4,3.7,4.4,Coffee Lake Refresh,62,,LGA1150
Intel Core i5-4670T,,https://pcpartpicker.com/product/sKrqqs/intel-core-i5-4670t-23-ghz-quad-core-oemtray-processor-cm8064601466003,4,2.3,,Haswell,45,Intel HD Graphics 4600,LGA2011-3
Intel Xeon E5-2630 V3,459,https://pcpartpicker.com/product/6QzZxr/intel-cpu-bx80644e52630v3,8,2.4,3.2,Haswell,85,,LGA1151
Intel Core i3-7100T,145.12,https://pcpartpicker.com/product/QNTrxr/intel-core-i3-7100t-34ghz-dual-core-oemtray-processor-cm8067703015913,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,LGA1156
Intel Core i5-670,112.44,https://pcpartpicker.com/product/L3JwrH/intel-cpu-bx80616i5670,2,3.46,,Westmere,73,Intel HD Graphics,G34
AMD Opteron 6320,269,https://pcpartpicker.com/product/CP648d/amd-cpu-os6320wkt8ghk,8,2.8,3.3,Piledriver,115,,LGA1151
Intel Pentium G4600,169.95,https://pcpartpicker.com/product/xJqbt6/intel-pentium-g4600-36ghz-dual-core-oemtray-processor-cm8067703015525,2,3.6,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Xeon E3-1240 V6,429.95,https://pcpartpicker.com/product/PDBrxr/intel-xeon-e3-1240-v6-37ghz-quad-core-oemtray-processor-cm8067702870649,4,3.7,4.1,Kaby Lake,72,,LGA1151
Intel Xeon E3-1225 V6,369.51,https://pcpartpicker.com/product/hrTrxr/intel-xeon-e3-1225-v6-33ghz-quad-core-oemtray-processor-cm8067702871024,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,LGA1151
Intel Xeon E-2174G,649.95,https://pcpartpicker.com/product/G7x2FT/intel-xeon-e-2174g-38-thz-quad-core-oemtray-processor-cm8068403654221,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,AM3
AMD Athlon II X3 440,,https://pcpartpicker.com/product/QHFPxr/amd-cpu-adx440wfgibox,3,3,,K10,95,,AM3
AMD Athlon II X2 250u,,https://pcpartpicker.com/product/cpvRsY/amd-cpu-ad250usck23gq,2,1.6,,K10,25,,AM3
AMD Phenom II X3 740 Black,,https://pcpartpicker.com/product/tGFPxr/amd-cpu-hdz740wfgibox,3,3,,K10,95,,AM3
AMD Phenom II X4 905e,,https://pcpartpicker.com/product/ggfp99/amd-cpu-hd905eocgibox,4,2.5,,K10,65,,AM3
AMD Phenom II X4 965 Black (140W),,https://pcpartpicker.com/product/3xvRsY/amd-cpu-hdz965fbgibox,4,3.4,,K10,140,,LGA775
Intel Celeron E1200,,https://pcpartpicker.com/product/7xvRsY/intel-cpu-hh80557pg025d,2,1.6,,Core,65,,LGA775
Intel Celeron E1400,,https://pcpartpicker.com/product/mt2kcf/intel-cpu-hh80557pg041d,2,2,,Core,65,,LGA775
Intel Pentium E2180,,https://pcpartpicker.com/product/TLNp99/intel-cpu-bx80557e2180,2,2,,Core,65,,LGA775
Intel Pentium E5300,79.4,https://pcpartpicker.com/product/pTfp99/intel-cpu-at80571pg0642ml,2,2.6,,Wolfdale,65,,LGA775
Intel Pentium E6300,,https://pcpartpicker.com/product/FjMFf7/intel-cpu-at80571ph0722ml,2,2.8,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6400,,https://pcpartpicker.com/product/7V8Zxr/intel-cpu-bx805576400,2,2.13,,Core,65,,LGA775
Intel Core 2 Duo E6420,69.95,https://pcpartpicker.com/product/xwbp99/intel-cpu-hh80557ph0464m,2,2.13,,Core,65,,LGA775
Intel Core 2 Duo E6700,,https://pcpartpicker.com/product/ZpvRsY/intel-cpu-bx80557e6700,2,2.66,,Core,65,,LGA775
Intel Core 2 Duo E6750,,https://pcpartpicker.com/product/4zrG3C/intel-cpu-bx80557e6750,2,2.66,,Core,65,,LGA775
Intel Core 2 Quad Q8400,,https://pcpartpicker.com/product/fX7wrH/intel-cpu-at80580pj0674ml,4,2.66,,Yorkfield,95,,LGA775
Intel Core 2 Quad Q9400,,https://pcpartpicker.com/product/wLNp99/intel-cpu-at80580pj0676m,4,2.66,,Yorkfield,95,,AM3
AMD Phenom II X4 970 Black,,https://pcpartpicker.com/product/PJ4gXL/amd-cpu-hdz970fbgmbox,4,3.5,,K10,125,,AM3
AMD Athlon II X3 455,,https://pcpartpicker.com/product/PB3RsY/amd-cpu-adx455wfgmbox,3,3.3,,K10,95,,AM3
AMD Sempron 140,,https://pcpartpicker.com/product/GjxfrH/amd-cpu-sdx140hbgqbox,1,2.7,,K10,45,,AM3
AMD Sempron 145,,https://pcpartpicker.com/product/VFNp99/amd-cpu-sdx145hbgmbox,1,2.8,,K10,45,,LGA775
Intel Pentium E5500,,https://pcpartpicker.com/product/ZxJwrH/intel-cpu-bx80571e5500,2,2.8,,Wolfdale,65,,FM1
AMD A4-3400,,https://pcpartpicker.com/product/dTyFf7/amd-cpu-ad3400ojgxbox,2,2.7,,Lynx,65,Radeon HD 6410D,AM3+
AMD FX-8100,,https://pcpartpicker.com/product/JdR48d/amd-cpu-fd8100wmw8kgu,8,2.8,,Bulldozer,95,,LGA1155
Intel Pentium G630T,75,https://pcpartpicker.com/product/KPrG3C/intel-cpu-bx80623g630t,2,2.3,,Sandy Bridge,35,Intel HD Graphics,LGA1155
Intel Celeron G465,,https://pcpartpicker.com/product/pCTmP6/intel-cpu-bx80623g465,2,1.9,,Sandy Bridge,35,Intel HD Graphics,LGA1155
Intel Xeon E3-1245,245,https://pcpartpicker.com/product/ZCH323/intel-cpu-bx80623e31245,4,3.3,,Sandy Bridge,95,Intel HD Graphics,AM3+
AMD FX-6200,,https://pcpartpicker.com/product/M3fp99/amd-cpu-fd6200frw6kgu,6,3.8,,Bulldozer,125,,FM2+
AMD A8-7600,,https://pcpartpicker.com/product/f4XfrH/amd-cpu-ad7600ybi44ja,4,3.1,3.8,Steamroller,65,Radeon R7 (on-die),LGA2011-3
Intel Xeon E5-2609 V3,,https://pcpartpicker.com/product/qXs8TW/intel-cpu-cm8064401850800,6,1.9,,Haswell,85,,LGA2011-3
Intel Xeon E5-2603 V3,,https://pcpartpicker.com/product/YdnG3C/intel-cpu-bx80644e52603v3,6,1.6,,Haswell,85,,LGA1150
Intel Xeon E3-1270 V3,,https://pcpartpicker.com/product/YmPzK8/intel-cpu-cm8064601467101,4,3.5,3.9,Haswell,80,,LGA1151
Intel Pentium G4520,,https://pcpartpicker.com/product/zzNypg/intel-cpu-bx80662g4520,2,3.6,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Pentium G4400,,https://pcpartpicker.com/product/Zk648d/intel-cpu-cm8066201927306,2,3.3,,Skylake,54,Intel HD Graphics 510,LGA1151
Intel Pentium G4500T,,https://pcpartpicker.com/product/4K4NnQ/intel-cpu-cm8066201927512,2,3,,Skylake,35,Intel HD Graphics 530,LGA1150
Intel Pentium G3260,,https://pcpartpicker.com/product/qBjWGX/intel-cpu-cm8064601482506,2,3.3,,Haswell Refresh,53,Intel HD Graphics,LGA2011-3
Intel Xeon E5-2658 V3,,https://pcpartpicker.com/product/8ntWGX/intel-cpu-cm8064401545904,12,2.2,2.9,Haswell,105,,AM1
AMD Athlon 5370,,https://pcpartpicker.com/product/syKhP6/amd-cpu-ad5370jah44hm,4,2.2,,Jaguar,25,Radeon R3 (on die),FM2+
AMD Athlon X4 860K,,https://pcpartpicker.com/product/J9rcCJ/amd-athlon-x4-860k-37ghz-quad-core-processor-ad860kxbjasbx,4,3.7,4,Steamroller,95,,LGA1151
Intel Pentium G4560T,,https://pcpartpicker.com/product/hxCrxr/intel-pentium-g4560t-29ghz-dual-core-oemtray-processor-cm8067703016117,2,2.9,,Kaby Lake,35,Intel HD Graphics 610,LGA1151
Intel Pentium G4600T,,https://pcpartpicker.com/product/pJ2rxr/intel-pentium-g4600t-30ghz-dual-core-oemtray-processor-cm8067703016014,2,3,,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i3-7300T,,https://pcpartpicker.com/product/7HL7YJ/intel-core-i3-7300t-35ghz-dual-core-processor-bx80677i37300t,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i5-7400T,,https://pcpartpicker.com/product/ksBrxr/intel-core-i5-7400t-24ghz-quad-core-processor-bxc80677i57400t,4,2.4,3,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i5-7500T,,https://pcpartpicker.com/product/6dwqqs/intel-core-i5-7500t-27ghz-quad-core-processor-bxc80677i57500t,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,LGA2066
Intel Core i9-7900X,,https://pcpartpicker.com/product/MG8H99/intel-core-i9-7900x-33ghz-10-core-processor-bxc80673i97900x,10,3.3,4.5,Skylake,140,,LGA2066
Intel Core i7-7740X,,https://pcpartpicker.com/product/3cX2FT/intel-core-i7-7740x-43ghz-quad-core-processor-bxc80677i77740x,4,4.3,4.5,Kaby Lake,112,,LGA2066
Intel Core i5-7640X,,https://pcpartpicker.com/product/VdkwrH/intel-core-i5-7640x-40ghz-quad-core-processor-bxc80677i57640x,4,4,4.2,Kaby Lake,112,,LGA1151
Intel Xeon E3-1220 V6,398.95,https://pcpartpicker.com/product/vFzZxr/intel-xeon-e3-1220-v6-30ghz-quad-core-oemtray-processor-cm8067702870812,4,3,3.5,Kaby Lake,72,,LGA1151
Intel Xeon E3-1245 V6,449.95,https://pcpartpicker.com/product/gxX2FT/intel-xeon-e3-1245-v6-37ghz-quad-core-oemtray-processor-cm8067702870932,4,3.7,4.1,Kaby Lake,73,Intel HD Graphics P630,LGA1151
Intel Xeon E3-1275 V6,371.49,https://pcpartpicker.com/product/F938TW/intel-xeon-e3-1275-v6-38ghz-quad-core-oemtray-processor-cm8067702870931,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,AM4
AMD Athlon X4 970,,https://pcpartpicker.com/product/6ZgPxr/amd-athlon-x4-970-38ghz-quad-core-processor-ad970xauabbox,4,3.8,4,Excavator,65,,LGA1155
Intel Core i5-3550S,,https://pcpartpicker.com/product/sMPfrH/intel-core-i5-3550s-30ghz-quad-core-oemtray-processor-cm8063701095203,4,3,3.7,Ivy Bridge,65,Intel HD Graphics 2500,LGA2066
Intel Core i9-9820X,,https://pcpartpicker.com/product/KnDJ7P/intel-core-i9-9820x-33-ghz-10-core-oemtray-processor-cd8067304126901,10,3.3,4.1,Skylake,165,,LGA2011
Intel Xeon E5-2665,,https://pcpartpicker.com/product/CHm323/intel-xeon-e5-2665-24-ghz-8-core-oemtray-processor-cm8062101143101,8,2.4,3.1,Sandy Bridge,115,,LGA1151
Intel Xeon E-2136,892.84,https://pcpartpicker.com/product/cw22FT/intel-xeon-e-2136-33-thz-6-core-oemtray-processor-cm8068403654318,6,3.3,4.5,Coffee Lake,80,,LGA1151
Intel Xeon E-2174G,,https://pcpartpicker.com/product/Rsw7YJ/intel-xeon-e-2174g-38-thz-quad-core-processor-bx80684e2174g,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,LGA1151
Intel Xeon E-2236,,https://pcpartpicker.com/product/ZRK2FT/intel-xeon-e-2236-34-thz-6-core-processor-bx80684e2236,6,3.4,4.8,Coffee Lake Refresh,80,,LGA1151
Intel Xeon E-2104G,588,https://pcpartpicker.com/product/4qRgXL/intel-xeon-e-2104g-32-thz-quad-core-oemtray-processor-cm8068403653917,4,3.2,,Coffee Lake,65,Intel HD Graphics P630,LGA1151
Intel Xeon E-2124G,,https://pcpartpicker.com/product/ZBKcCJ/intel-xeon-e-2124g-34-thz-quad-core-oemtray-processor-cm8068403654114,4,3.4,4.5,Coffee Lake,71,Intel HD Graphics P630,LGA1151
Intel Xeon E-2124,,https://pcpartpicker.com/product/XY448d/intel-xeon-e-2124-33-thz-quad-core-processor-bx80684e2124,4,3.3,4.3,Coffee Lake,71,,LGA1156
Intel Core i5-750S,125,https://pcpartpicker.com/product/sDvRsY/intel-cpu-bx80605i5750s,4,2.4,,Nehalem,82,,LGA1155
Intel Xeon E3-1235,219,https://pcpartpicker.com/product/zdZQzy/intel-cpu-bx80623e31235,4,3.2,,Sandy Bridge,95,Intel HD Graphics,LGA1151
Intel Xeon E-2124G,,https://pcpartpicker.com/product/hmndnQ/intel-xeon-e-2124g-34-thz-quad-core-processor-bx80684e2124g,4,3.4,4.5,Coffee Lake,71,Intel HD Graphics P630,AM3
AMD Athlon II X3 425,,https://pcpartpicker.com/product/Hmzv6h/amd-cpu-adx425wfgibox,3,2.7,,K10,95,,LGA775
Intel Celeron 430,,https://pcpartpicker.com/product/pPkD4D/intel-cpu-bx50887430,1,1.8,,Core,35,,LGA775
Intel Celeron 450,,https://pcpartpicker.com/product/7LNp99/intel-cpu-hh80557rg049512,1,2.2,,Core,35,,AM3
AMD Athlon II X4 635,,https://pcpartpicker.com/product/bMH323/amd-cpu-adx635wfgmbox,4,2.9,,K10,95,,AM3
AMD Phenom II X4 805,,https://pcpartpicker.com/product/zDvRsY/amd-cpu-hdx805wfgibox,4,2.5,,K10,95,,AM3
AMD Athlon II X2 245e,,https://pcpartpicker.com/product/CYZQzy/amd-cpu-ad245ehdgmbox,2,2.9,,K10,45,,AM3
AMD Athlon II X2 260u,,https://pcpartpicker.com/product/sGFPxr/amd-cpu-ad260usck23gq,2,1.8,,K10,25,,AM3
AMD Athlon II X4 610e,,https://pcpartpicker.com/product/hHFPxr/amd-cpu-ad610edgmbox,4,2.4,,K10,45,,LGA775
Intel Celeron E1500,,https://pcpartpicker.com/product/8V8Zxr/intel-cpu-bx80557e1500,2,2.2,,Core,65,,LGA775
Intel Celeron E1500,,https://pcpartpicker.com/product/xzrG3C/intel-cpu-hh80557pg049d,2,2.2,,Core,65,,LGA775
Intel Pentium E2140,,https://pcpartpicker.com/product/bJdqqs/intel-cpu-bx80557e2140r,2,1.6,,Core,65,,LGA775
Intel Pentium E2140,,https://pcpartpicker.com/product/WpvRsY/intel-cpu-hh80557pg0251m,2,1.6,,Core,65,,LGA775
Intel Pentium E2160,,https://pcpartpicker.com/product/jzrG3C/intel-cpu-bx80557e2160r,2,1.8,,Core,65,,LGA775
Intel Pentium E2180,,https://pcpartpicker.com/product/BKTmP6/intel-cpu-80557e2180,2,2,,Core,65,,LGA775
Intel Pentium E2200,,https://pcpartpicker.com/product/47bp99/intel-pentium-e2200-22-ghz-dual-core-oemtray-processor-hh80557pg0491m,2,2.2,,Core,65,,LGA775
Intel Core 2 Duo E4400,,https://pcpartpicker.com/product/dkZQzy/intel-cpu-hh80557pg0412m,2,2,,Core,65,,LGA775
Intel Core 2 Duo E4500,,https://pcpartpicker.com/product/JLNp99/intel-cpu-hh80557pg0492m,2,2.2,,Core,65,,LGA775
Intel Core 2 Duo E6420,,https://pcpartpicker.com/product/8GFPxr/intel-cpu-bx80557e6420,2,2.13,,Core,65,,LGA775
Intel Core 2 Duo E6700,,https://pcpartpicker.com/product/TKTmP6/intel-cpu-bx805576700,2,2.66,,Core,65,,LGA775
Intel Core 2 Duo E8400,,https://pcpartpicker.com/product/qt2kcf/intel-cpu-bx80570e8400a,2,3,,Wolfdale,65,,LGA775
Intel Core 2 Quad Q9650,,https://pcpartpicker.com/product/tvGkcf/intel-cpu-at80569pj080n,4,3,,Yorkfield,95,,AM3
AMD Athlon II X4 610e,,https://pcpartpicker.com/product/nsNp99/amd-cpu-ad610ehdgmbox,4,2.4,,K10,45,,AM3
AMD Athlon II X3 450,,https://pcpartpicker.com/product/gBn2FT/amd-cpu-adx450wfgmbox,3,3.2,,K10,95,,LGA775
Intel Pentium E6700,,https://pcpartpicker.com/product/Kpw323/intel-cpu-bx80571e6700,2,3.2,,Wolfdale,65,,AM3
AMD Athlon II X2 245,,https://pcpartpicker.com/product/GPphP6/amd-cpu-adx245ock23gm,2,2.9,,K10,65,,AM3
AMD Athlon II X3 460,,https://pcpartpicker.com/product/wJ3RsY/amd-cpu-adx460wfgmbox,3,3.4,,K10,95,,AM3
AMD Sempron 130,,https://pcpartpicker.com/product/gLQypg/amd-cpu-sdx130hbk12gm,1,2.6,,K10,45,,FM1
AMD Athlon II X4 631,,https://pcpartpicker.com/product/y2yFf7/amd-cpu-ad631xwngxbox,4,2.6,,Lynx,100,,AM3+
AMD FX-8150,,https://pcpartpicker.com/product/hXckcf/amd-cpu-fd8150frw8kgu,8,3.6,,Bulldozer,125,,AM3+
AMD FX-6100,,https://pcpartpicker.com/product/d7Lypg/amd-cpu-fd6100wmw6kgu,6,3.3,,Bulldozer,95,,FM1
AMD A8-3850,,https://pcpartpicker.com/product/Y3TmP6/amd-cpu-ad3850wnz43gx,4,2.9,,Lynx,100,Radeon HD 6550D,AM3
AMD Phenom II X6 1100T Black,,https://pcpartpicker.com/product/sVNp99/amd-cpu-hde00zfbk6dgr,6,3.3,,K10,125,,AM3+
AMD FX-8150,,https://pcpartpicker.com/product/DWphP6/amd-cpu-fd8150frguwox,8,3.6,,Bulldozer,125,,LGA1155
Intel Pentium G550,,https://pcpartpicker.com/product/dHckcf/intel-cpu-bx80623g550,2,2.6,,Sandy Bridge,65,Intel HD Graphics,LGA1155
Intel Celeron G555,,https://pcpartpicker.com/product/HCTmP6/intel-cpu-bx80623g555,2,2.7,,Sandy Bridge,65,Intel HD Graphics,FM2
AMD A10-5700,,https://pcpartpicker.com/product/DrK7YJ/amd-cpu-ad5700okhjbox,4,3.4,,Piledriver,65,Radeon HD 7660D,LGA1155
Intel Xeon E3-1265L V2,,https://pcpartpicker.com/product/jkphP6/intel-cpu-bx80637e31265l2,4,2.5,,Ivy Bridge,45,Intel HD Graphics 2500,LGA1155
Intel Xeon E3-1275 V2,,https://pcpartpicker.com/product/2G9KHx/intel-cpu-bx80637e31275v2,4,3.5,,Ivy Bridge,77,Intel HD Graphics P4000,LGA1155
Intel Xeon E3-1280,,https://pcpartpicker.com/product/k37wrH/intel-cpu-bx80637e31280v2,4,3.5,,Sandy Bridge,95,,FM2
AMD Athlon X4 740,,https://pcpartpicker.com/product/PrZQzy/amd-cpu-ad740xokhjbox,4,3.2,,Piledriver,65,,LGA1150
Intel Pentium G3430,,https://pcpartpicker.com/product/3J6BD3/intel-cpu-bx80646g3430,2,3.3,,Haswell,54,Intel HD Graphics,LGA1155
Intel Celeron G1630,,https://pcpartpicker.com/product/z2h9TW/intel-cpu-bx80637g1630,2,2.8,,Ivy Bridge,55,Intel HD Graphics,AM3+
AMD FX-9370,,https://pcpartpicker.com/product/WCfp99/amd-cpu-fd9370fhw8khk,8,4.4,4.7,Piledriver,220,,LGA2011
Intel Xeon E5-2609 V2,,https://pcpartpicker.com/product/jtPfrH/intel-cpu-bx80635e52609v2,4,2.5,,Ivy Bridge,80,,AM3+
AMD FX-4130,,https://pcpartpicker.com/product/HVsKHx/amd-cpu-fd4130frw4mgu,4,3.8,,Bulldozer,125,,LGA1150
Intel Pentium G3440,,https://pcpartpicker.com/product/mTdqqs/intel-cpu-bx80646g3440,2,3.3,,Haswell Refresh,53,Intel HD Graphics,AM3
AMD Sempron 145,,https://pcpartpicker.com/product/8QjG3C/amd-cpu-sdx145hbk13gm,1,2.8,,K10,45,,FM2
AMD A10-6800K,,https://pcpartpicker.com/product/qdNp99/amd-cpu-ad680kwoa44hl,4,4.1,,Piledriver,100,Radeon HD 8670D,FM2+
AMD A10-7850K,,https://pcpartpicker.com/product/QyDwrH/amd-cpu-ad785kxbi44ja,4,3.7,4,Steamroller,95,Radeon R7 (on-die),FM2+
AMD A10-7700K,,https://pcpartpicker.com/product/K72kcf/amd-cpu-ad770kxbi44ja,4,3.4,3.8,Steamroller,95,Radeon R7 (on-die),FM2
AMD A4-6320,,https://pcpartpicker.com/product/467wrH/amd-cpu-ad6320okhlbox,2,3.8,4,Piledriver,65,Radeon HD 8370D,FM2
AMD A4-4020,,https://pcpartpicker.com/product/7CBv6h/amd-cpu-ad4020oka23hl,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,FM2
AMD A4-4000,,https://pcpartpicker.com/product/VBQypg/amd-cpu-ad4000oka23hl,2,3,,Piledriver,65,Radeon HD 7480D,LGA1155
Intel Celeron G470,,https://pcpartpicker.com/product/64XfrH/intel-cpu-cm8062301264401,1,2,,Sandy Bridge,35,Intel HD Graphics,AM3+
AMD FX-4150,,https://pcpartpicker.com/product/Z2qdnQ/amd-cpu-fd4150wmw4kgu,4,4,4.1,Bulldozer,125,,AM3+
AMD FX-4200,,https://pcpartpicker.com/product/4NJwrH/amd-cpu-fd4200frw4kgu,4,3.3,,Bulldozer,125,,AM3+
AMD FX-6130,,https://pcpartpicker.com/product/Gj8Zxr/amd-cpu-fd6130frw6kgu,6,3.6,3.9,Bulldozer,125,,LGA1150
Intel Xeon E3-1230 V3,,https://pcpartpicker.com/product/KVrG3C/intel-cpu-cm8064601467202,4,3.3,3.7,Haswell,80,,LGA2011
Intel Xeon E5-2637 V2,,https://pcpartpicker.com/product/QKFPxr/intel-cpu-cm8063501520800,4,3.5,3.8,Ivy Bridge,130,,LGA1150
Intel Pentium G3250,,https://pcpartpicker.com/product/LKH48d/intel-cpu-cm8064601482514,2,3.2,,Haswell Refresh,53,Intel HD Graphics,LGA1150
Intel Pentium G3250T,,https://pcpartpicker.com/product/G6M323/intel-cpu-cm8064601483718,2,2.8,,Haswell Refresh,35,Intel HD Graphics,LGA1150
Intel Pentium G3450,,https://pcpartpicker.com/product/MKH48d/intel-cpu-cm8064601483714,2,3.4,,Haswell Refresh,53,Intel HD Graphics,LGA2011-3
Intel Xeon E5-2609 V3,,https://pcpartpicker.com/product/4p98TW/intel-cpu-bx80644e52609v3,6,1.9,,Haswell,85,,LGA2011-3
Intel Xeon E5-2650 V3,,https://pcpartpicker.com/product/XNnG3C/intel-cpu-cm8064401723701,10,2.3,3,Haswell,105,,LGA2011-3
Intel Xeon E5-2685 V3,,https://pcpartpicker.com/product/KRs8TW/intel-cpu-cm8064401684201,12,2.6,3.3,Haswell,120,,LGA2011
Intel Xeon E5-2609,,https://pcpartpicker.com/product/sD4NnQ/intel-cpu-cm8062107186604,4,2.4,,Sandy Bridge,80,,AM3
AMD Phenom II X6 1065T,,https://pcpartpicker.com/product/pQ7CmG/amd-cpu-hdt65twfrbox,6,2.7,,K10,95,,LGA2011
Intel Xeon E5-2603 V2,,https://pcpartpicker.com/product/M72kcf/intel-cpu-cm8063501375902,4,1.8,,Ivy Bridge,80,,LGA1150
Intel Xeon E3-1245 V3,,https://pcpartpicker.com/product/xj8Zxr/intel-cpu-cm8064601466509,4,3.4,3.8,Haswell,84,Intel HD Graphics P4600,AM3+
AMD FX-8310,,https://pcpartpicker.com/product/dTWrxr/amd-cpu-fd8310wmw8khk,8,3.4,4.3,Piledriver,95,,LGA1151
Intel Core i5-6400T,,https://pcpartpicker.com/product/8L2rxr/intel-cpu-bxc80662i56400t,4,2.2,2.8,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Pentium G4520,,https://pcpartpicker.com/product/j3tWGX/intel-cpu-cm8066201927407,2,3.6,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Xeon E3-1240 V5,,https://pcpartpicker.com/product/MBcMnQ/intel-cpu-cm8066201921715,4,3.5,3.9,Skylake,80,,FM2+
AMD Athlon X4 845,,https://pcpartpicker.com/product/HC648d/amd-cpu-ad845xaci43ka,4,3.5,3.8,Puma+,65,,FM2+
AMD A6-7470K,,https://pcpartpicker.com/product/Vxs8TW/amd-cpu-ad747kybi23jc,2,3.7,4,Steamroller,65,Radeon R5 (on die),FM2+
AMD A10-7860k,,https://pcpartpicker.com/product/7tnG3C/amd-cpu-ad786kybi44jc,4,3.6,4,Steamroller,65,Radeon R7 (on-die),FM2+
AMD A10-7890K,,https://pcpartpicker.com/product/FRvZxr/amd-cpu-ad789kxdi44jc,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),FM2+
AMD Athlon X4 880K,,https://pcpartpicker.com/product/RrDzK8/amd-cpu-ad880kxbi44jc,4,4,4.2,Steamroller,95,,LGA1151
Intel Core i3-7300,,https://pcpartpicker.com/product/vxkwrH/intel-core-i3-7300-40ghz-dual-core-oemtray-processor-cm8067703014426,2,4,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Celeron G3950,,https://pcpartpicker.com/product/Ytqbt6/intel-celeron-g3950-30ghz-dual-core-oemtray-processor-cm8067703015716,2,3,,Kaby Lake,51,Intel HD Graphics 610,LGA1151
Intel Core i3-7101TE,,https://pcpartpicker.com/product/tqX2FT/intel-core-i3-7101te-34ghz-dual-core-oemtray-processor-cm8067702867061,2,3.4,,Kaby Lake,35,Intel HD Graphics 610,LGA1151
Intel Core i3-7300T,,https://pcpartpicker.com/product/VyRFf7/intel-core-i3-7300t-35ghz-dual-core-processor-bxc80677i37300t,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i3-7300T,,https://pcpartpicker.com/product/mvCrxr/intel-core-i3-7300t-35ghz-dual-core-oemtray-processor-cm8067703015810,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i5-7600T,,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,LGA2066
Intel Core i7-7820X,,https://pcpartpicker.com/product/cZM323/intel-i7-7820x-36ghz-8-core-processor-bxc80673i77820x,8,3.6,4.5,Skylake,140,,LGA1356
