name,price,href,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Avexir Core 16 GB,,https://pcpartpicker.com/product/DBqhP6/avexir-core-16gb-2-x-8gb-ddr3-2133-memory-avd3u21331108g-2cig,"3,2133","2,8",,Black / Green,10.314,11
Avexir Blitz 1.1 8 GB,,https://pcpartpicker.com/product/CjndnQ/avexir-blitz-11-8gb-2-x-4gb-ddr3-2400-memory-avd3u24001004g-2bz1,"3,2400","2,4",,Black / Red,8.333,10
Avexir Blitz 1.1 8 GB,,https://pcpartpicker.com/product/c2x2FT/avexir-blitz-11-8gb-2-x-4gb-ddr3-2400-memory-avd3u24001004g-2bz1se,"3,2400","2,4",,Black / Yellow,8.333,10
Avexir Raiden 8 GB,,https://pcpartpicker.com/product/sqHRsY/avexir-raiden-8gb-2-x-4gb-ddr3-2400-memory-avd3u24001004g-2rd,"3,2400","2,4",,,8.333,10
Avexir Core 16 GB,,https://pcpartpicker.com/product/yJndnQ/avexir-core-16gb-4-x-4gb-ddr3-2400-memory-avd3u24001004g-4ci,"3,2400","4,4",,,8.333,10
Avexir Blitz 1.1 16 GB,,https://pcpartpicker.com/product/dsprxr/avexir-blitz-11-16gb-2-x-8gb-ddr3-2400-memory-avd3u24001008g-2bz1,"3,2400","2,8",,Black / Red,8.333,10
Avexir Blitz 1.1 16 GB,,https://pcpartpicker.com/product/PjndnQ/avexir-blitz-11-16gb-2-x-8gb-ddr3-2400-memory-avd3u24001008g-2bz1se,"3,2400","2,8",,Black / Yellow,8.333,10
Avexir Core 8 GB,,https://pcpartpicker.com/product/XxgzK8/avexir-core-8gb-2-x-4gb-ddr3-2666-memory-avd3u26661204g-2cir,"3,2666","2,4",,Black / Red,9.002,12
Avexir Core 8 GB,,https://pcpartpicker.com/product/HwYLrH/avexir-core-8gb-2-x-4gb-ddr3-2933-memory-avd3uh29331204g-2cir,"3,2933","2,4",,Red / Black,8.183,12
G.Skill Flare X 64 GB,,https://pcpartpicker.com/product/wpKcCJ/gskill-flare-x-64gb-8-x-8gb-ddr4-2400-memory-f4-2400c15q2-64gfx,"4,2400","8,8",,Black,12.5,15
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/CKqhP6/gskill-sniper-x-16gb-2-x-8gb-ddr4-2400-memory-f4-2400c17d-16gsxk,"4,2400","2,8",,Black / Camo,14.167,17
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/dfdxFT/gskill-sniper-x-32gb-4-x-8gb-ddr4-2400-memory-f4-2400c17q-32gsxk,"4,2400","4,8",,Black / Camo,14.167,17
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/Pcx2FT/gskill-sniper-x-64gb-4-x-16gb-ddr4-2400-memory-f4-2400c17q-64gsxf,"4,2400","4,16",,Black / Camo,14.167,17
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/JPJtt6/gskill-sniper-x-64gb-4-x-16gb-ddr4-2400-memory-f4-2400c17q-64gsxk,"4,2400","4,16",,Black / Camo,14.167,17
G.Skill Flare X 64 GB,,https://pcpartpicker.com/product/pRVD4D/gskill-flare-x-64gb-4-x-16gb-ddr4-2933-memory-f4-2933c16q-64gfx,"4,2933","4,16",,Black,10.91,16
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/tsprxr/gskill-sniper-x-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-16gsxfb,"4,3000","2,8",,Black / Camo,10.667,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/q9CD4D/gskill-sniper-x-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-32gsxfb,"4,3000","2,16",,Black / Camo,10.667,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/QgndnQ/gskill-sniper-x-32gb-4-x-8gb-ddr4-3000-memory-f4-3000c16q-32gsxfb,"4,3000","4,8",,Black / Camo,10.667,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/FqHRsY/gskill-sniper-x-32gb-4-x-8gb-ddr4-3000-memory-f4-3000c16q-32gsxkb,"4,3000","4,8",,Black / Camo,10.667,16
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/3v448d/gskill-sniper-x-64gb-4-x-16gb-ddr4-3000-memory-f4-3000c16q-64gsxkb,"4,3000","4,16",,Black / Camo,10.667,16
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/9v448d/gskill-trident-z-64gb-8-x-8gb-ddr4-3200-memory-f4-3200c15q2-64gtzsw,"4,3200","8,8",,Silver / White,9.375,15
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/mJndnQ/gskill-trident-z-64gb-8-x-8gb-ddr4-3333-memory-f4-3333c16q2-64gtzb,"4,3333","8,8",,Silver / Red,9.601,16
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/8C8j4D/gskill-trident-z-64gb-8-x-8gb-ddr4-3333-memory-f4-3333c16q2-64gtzkw,"4,3333","8,8",,Black / White,9.601,16
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/xPJtt6/gskill-trident-z-64gb-8-x-8gb-ddr4-3466-memory-f4-3466c16q2-64gtz,"4,3466","8,8",,Silver / Red,9.233,16
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/kmCD4D/gskill-trident-z-64gb-8-x-8gb-ddr4-3466-memory-f4-3466c16q2-64gtzsw,"4,3466","8,8",,Silver / White,9.233,16
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/rnprxr/gskill-sniper-x-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c19d-16gsxf,"4,3600","2,8",,Black / Camo,10.556,19
G.Skill Sniper X 16 GB,,https://pcpartpicker.com/product/24prxr/gskill-sniper-x-16gb-2-x-8gb-ddr4-3600-memory-f4-3600c19d-16gsxk,"4,3600","2,8",,Black / Camo,10.556,19
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/WwYLrH/gskill-sniper-x-32gb-4-x-8gb-ddr4-3600-memory-f4-3600c19q-32gsxf,"4,3600","4,8",,Black / Camo,10.556,19
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/6xgzK8/gskill-sniper-x-64gb-4-x-16gb-ddr4-3600-memory-f4-3600c19q-64gsxk,"4,3600","4,16",,Black / Camo,10.556,19
G.Skill Trident Z 32 GB,,https://pcpartpicker.com/product/jgndnQ/gskill-trident-z-32gb-2-x-16gb-ddr4-3733-memory-f4-3733c17d-32gtzsw,"4,3733","2,16",,Silver / White,9.108,17
G.Skill Trident Z 32 GB,,https://pcpartpicker.com/product/BWc48d/gskill-trident-z-32gb-4-x-8gb-ddr4-3733-memory-f4-3733c17q-32gtzsw,"4,3733","4,8",,Silver / White,9.108,17
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/TqHRsY/gskill-trident-z-64gb-8-x-8gb-ddr4-3733-memory-f4-3733c17q2-64gtzkk,"4,3733","8,8",,Black,9.108,17
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/YqHRsY/gskill-trident-z-64gb-8-x-8gb-ddr4-4000-memory-f4-4000c18q2-64gtzsw,"4,4000","8,8",,Silver / White,9,18
G.Skill Flare X 32 GB,,https://pcpartpicker.com/product/4zPKHx/gskill-flare-x-32gb-4-x-8gb-ddr4-2933-memory-f4-2933c16q-32gfx,"4,2933","4,8",,Black,10.91,16
G.Skill Flare X 64 GB,,https://pcpartpicker.com/product/fwYLrH/gskill-flare-x-64gb-8-x-8gb-ddr4-2933-memory-f4-2933c16q2-64gfx,"4,2933","8,8",,Black,10.91,16
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/nzPKHx/gskill-sniper-x-64gb-4-x-16gb-ddr4-3000-memory-f4-3000c16q-64gsxfb,"4,3000","4,16",,Black / Camo,10.667,16
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/Nt3H99/gskill-trident-z-64gb-8-x-8gb-ddr4-3200-memory-f4-3200c15q2-64gtz,"4,3200","8,8",,Silver / Red,9.375,15
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/Msprxr/gskill-sniper-x-32gb-2-x-16gb-ddr4-3200-memory-f4-3200c16d-32gsxfb,"4,3200","2,16",,Black / Camo,10,16
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/cwYLrH/gskill-sniper-x-64gb-4-x-16gb-ddr4-3200-memory-f4-3200c16q-64gsxfb,"4,3200","4,16",,Black / Camo,10,16
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/sTMwrH/gskill-sniper-x-64gb-4-x-16gb-ddr4-3200-memory-f4-3200c16q-64gsxkb,"4,3200","4,16",,Black / Camo,10,16
G.Skill Trident Z 128 GB,,https://pcpartpicker.com/product/yh7v6h/gskill-trident-z-128gb-8-x-16gb-ddr4-3466-memory-f4-3466c16q2128gtzsw,"4,3466","8,16",,Silver / White,9.233,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/dLc48d/gskill-sniper-x-32gb-2-x-16gb-ddr4-3600-memory-f4-3600c19d-32gsxk,"4,3600","2,16",,Black / Camo,10.556,19
G.Skill Sniper X 64 GB,,https://pcpartpicker.com/product/PC8j4D/gskill-sniper-x-64gb-4-x-16gb-ddr4-3600-memory-f4-3600c19q-64gsxf,"4,3600","4,16",,Black / Camo,10.556,19
G.Skill Trident Z 16 GB,,https://pcpartpicker.com/product/vHWfrH/gskill-trident-z-16gb-2-x-8gb-ddr4-4000-memory-f4-4000c18d-16gtzkw,"4,4000","2,8",,Black / White,9,18
G.Skill Trident Z 32 GB,,https://pcpartpicker.com/product/XgndnQ/gskill-trident-z-32gb-4-x-8gb-ddr4-3200-memory-f4-4000c18q-32gtzkw,"4,3200","4,8",,Black / White,11.25,18
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/qyWfrH/team-t-force-dark-16gb-1-x-16gb-ddr4-2666-memory-tdred416g2666hc15b01,"4,2666","1,16",,Red / Black,11.253,15
TEAMGROUP T-Force Dark 32 GB,,https://pcpartpicker.com/product/KgndnQ/team-t-force-dark-32gb-2-x-16gb-ddr4-2666-memory-tdred432g2666hc15bdc01,"4,2666","2,16",,Red / Black,11.253,15
TEAMGROUP T-Force Dark 4 GB,,https://pcpartpicker.com/product/Q9CD4D/team-t-force-dark-4gb-1-x-4gb-ddr4-2666-memory-tdred44g2666hc15b01,"4,2666","1,4",,Red / Black,11.253,15
TEAMGROUP T-Force Dark 8 GB,,https://pcpartpicker.com/product/Fh7v6h/team-t-force-dark-8gb-1-x-8gb-ddr4-2666-memory-tdred48g2666hc15b01,"4,2666","1,8",,Red / Black,11.253,15
TEAMGROUP T-Force Vulcan 16 GB,,https://pcpartpicker.com/product/7BqhP6/team-t-force-vulcan-16gb-1-x-16gb-ddr4-2666-memory-tlred416g2666hc15b01,"4,2666","1,16",,Red / Black,11.253,15
TEAMGROUP TDGED416G3200HC16CDC01 16 GB,,https://pcpartpicker.com/product/9kfhP6/team-16gb-2-x-8gb-ddr4-3200-memory-tdged416g3200hc16cdc01,"4,3200","2,8",,Silver / Black,10,16
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/Ffprxr/team-t-force-dark-16gb-2-x-8gb-ddr4-3000-memory-tdged416g3000hc16adc01,"4,3000","2,8",,Black,10.667,16
TEAMGROUP T-Force Dark 8 GB,,https://pcpartpicker.com/product/32kj4D/team-t-force-dark-8gb-2-x-4gb-ddr4-3200-memory-tdged48g3200hc16cdc01,"4,3200","2,4",,Silver / Black,10,16
TEAMGROUP T-Force Dark Pro 16 GB,,https://pcpartpicker.com/product/RsKcCJ/team-t-force-dark-pro-16gb-2-x-8gb-ddr4-3000-memory-tdpgd416g3000hc15adc01,"4,3000","2,8",,Black / Silver,10,15
TEAMGROUP T-Force Dark Pro 8 GB,,https://pcpartpicker.com/product/7YXnTW/team-t-force-dark-pro-8gb-2-x-4gb-ddr4-3000-memory-tdpgd48g3000hc15adc01,"4,3000","2,4",,Black / Silver,10,15
TEAMGROUP T-Force Dark Pro 8 GB,,https://pcpartpicker.com/product/V3RzK8/team-t-force-dark-pro-8gb-2-x-4gb-ddr4-3200-memory-tdpgd48g3200hc16adc01,"4,3200","2,4",,Black / Silver,10,16
TEAMGROUP T-Force Dark Pro 16 GB,,https://pcpartpicker.com/product/mPfhP6/team-t-force-dark-pro-16gb-2-x-8gb-ddr4-3000-memory-tdprd416g3000hc15adc01,"4,3000","2,8",,Black / Red,10,15
TEAMGROUP T-Force Dark Pro 16 GB,,https://pcpartpicker.com/product/8Tm323/team-t-force-dark-pro-16gb-2-x-8gb-ddr4-3200-memory-tdprd416g3200hc16adc01,"4,3200","2,8",,Black / Red,10,16
TEAMGROUP T-Force Dark Pro 8 GB,,https://pcpartpicker.com/product/xFPKHx/team-t-force-dark-pro-8gb-2-x-4gb-ddr4-3000-memory-tdprd48g3000hc15adc01,"4,3000","2,4",,Black / Red,10,15
TEAMGROUP T-Force Dark Pro 8 GB,,https://pcpartpicker.com/product/kckj4D/team-t-force-dark-pro-8gb-2-x-4gb-ddr4-3200-memory-tdprd48g3200hc16adc01,"4,3200","2,4",,Black / Red,10,16
TEAMGROUP Elite 2 GB,,https://pcpartpicker.com/product/2FPKHx/team-elite-2gb-1-x-2gb-ddr3-1600-memory-ted32gm1600c1101,"3,1600","1,2",,Green / Black,13.75,11
TEAMGROUP Elite 4 GB,,https://pcpartpicker.com/product/btCD4D/team-elite-4gb-1-x-4gb-ddr3-1333-memory-ted34gm1333c901,"3,1333","1,4",,Green / Black,13.503,9
TEAMGROUP Vulcan 16 GB,,https://pcpartpicker.com/product/6MF48d/team-vulcan-16gb-2-x-8gb-ddr3-1600-memory-tlaed316g1600hc9dc01,"3,1600","2,8",,Orange,11.25,9
TEAMGROUP T-Force Vulcan 16 GB,,https://pcpartpicker.com/product/Yckj4D/team-t-force-vulcan-16gb-2-x-8gb-ddr3-2133-memory-tlyed316g2133hc11adc01,"3,2133","2,8",,Gold,10.314,11
TEAMGROUP Elite 32 GB,,https://pcpartpicker.com/product/nTm323/team-elite-32gb-4-x-8gb-ddr4-2400-memory-tpkd432gm2400hc16qc01,"4,2400","4,8",,Black,13.333,16
TEAMGROUP Xtreem LV 16 GB,,https://pcpartpicker.com/product/LrGxFT/team-xtreem-lv-16gb-4-x-4gb-ddr3-2600-memory-txd316g2600hc10qqc01,"3,2600","4,4",,Red / Black,7.692,10
TEAMGROUP Xtreem LV 8 GB,,https://pcpartpicker.com/product/G3RzK8/team-xtreem-lv-8gb-2-x-4gb-ddr3-2400-memory-txd38g2400hc9ndc01,"3,2400","2,4",,Red / Black,7.5,9
TEAMGROUP Xtreem LV 8 GB,,https://pcpartpicker.com/product/Mn22FT/team-xtreem-lv-8gb-2-x-4gb-ddr3-2666-memory-txd38g2666hc10qdc01,"3,2666","2,4",,Red / Black,7.502,10
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/ntWfrH/gskill-sniper-x-32gb-4-x-8gb-ddr4-2400-memory-f4-2400c17q-32gsxf,"4,2400","4,8",,Black / Camo,14.167,17
G.Skill Trident Z 64 GB,,https://pcpartpicker.com/product/NcMwrH/gskill-trident-z-64gb-8-x-8gb-ddr4-3300-memory-f4-3300c16q2-64gtz,"4,3300","8,8",,Silver / Red,9.697,16
G.Skill Trident Z 128 GB,,https://pcpartpicker.com/product/Ls8j4D/gskill-trident-z-128gb-8-x-16gb-ddr4-3466-memory-f4-3466c16q2128gtzkk,"4,3466","8,16",,Black,9.233,16
G.Skill Sniper X 32 GB,,https://pcpartpicker.com/product/GL7v6h/gskill-sniper-x-32gb-4-x-8gb-ddr4-3600-memory-f4-3600c19q-32gsxk,"4,3600","4,8",,Black / Camo,10.556,19
G.Skill Flare X 64 GB,,https://pcpartpicker.com/product/9CrmP6/gskill-flare-x-64-gb-8-x-8-gb-ddr4-2933-cl14-memory-f4-2933c14q2-64gfx,"4,2933","8,8",,,9.547,14
GeIL EVO FORZA 8 GB,,https://pcpartpicker.com/product/vh7v6h/geil-evo-forza-8gb-2-x-4gb-ddr4-2666-memory-gafr48gb2666c16adc,"4,2666","2,4",,Red / Black,12.003,16
GeIL Super Luce 16 GB,,https://pcpartpicker.com/product/XWc48d/geil-super-luce-16gb-2-x-8gb-ddr4-2133-memory-galr416gb2133c15dc,"4,2133","2,8",,Black / Red,14.065,15
GeIL Super Luce 16 GB,,https://pcpartpicker.com/product/hZc48d/geil-super-luce-16gb-2-x-8gb-ddr4-2400-memory-galr416gb2400c16dc,"4,2400","2,8",,Black / Red,13.333,16
GeIL Super Luce 32 GB,,https://pcpartpicker.com/product/Hsprxr/geil-super-luce-32-gb-2-x-16-gb-ddr4-2133-cl15-memory-galr432gb2133c15dc,"4,2133","2,16",,Black / Red,14.065,15
GeIL Super Luce 16 GB,,https://pcpartpicker.com/product/pMCD4D/geil-super-luce-16gb-2-x-8gb-ddr4-2133-memory-galw416gb2133c15dc,"4,2133","2,8",,Black,14.065,15
GeIL Super Luce 32 GB,,https://pcpartpicker.com/product/g4prxr/geil-super-luce-32gb-2-x-16gb-ddr4-2400-memory-galw432gb2400c16dc,"4,2400","2,16",,Black / White,12.5,15
GeIL Super Luce 8 GB,,https://pcpartpicker.com/product/qQdxFT/geil-super-luce-8gb-2-x-4gb-ddr4-2133-memory-galw48gb2133c15dc,"4,2133","2,4",,Black / White,14.065,15
GeIL Super Luce 32 GB,,https://pcpartpicker.com/product/QxgzK8/geil-super-luce-32gb-2-x-16gb-ddr4-2400-memory-galwr432gb2400c16dc,"4,2400","2,16",,White / Red,13.333,16
GeIL Super Luce 8 GB,,https://pcpartpicker.com/product/FyWfrH/geil-super-luce-8gb-2-x-4gb-ddr4-2133-memory-galwr48gb2133c15dc,"4,2133","2,4",,White / Red,14.065,15
GeIL Super Luce 8 GB,,https://pcpartpicker.com/product/3MCD4D/geil-super-luce-8gb-2-x-4gb-ddr4-2400-memory-galwr48gb2400c16dc,"4,2400","2,4",,White / Red,13.333,16
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/Rh7v6h/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-2133-memory-galws416gb2133c15dc,"4,2133","2,8",,White,14.065,15
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/9PJtt6/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-2400-memory-galws416gb2400c16dc,"4,2400","2,8",,White,13.333,16
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/7gndnQ/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-2666-memory-galws416gb2666c16adc,"4,2666","2,8",,White,12.003,16
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/VRVD4D/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-3000-memory-galws416gb3000c16adc,"4,3000","2,8",,White,10.667,16
GeIL SUPER LUCE RGB 8 GB,,https://pcpartpicker.com/product/mKqhP6/geil-super-luce-rgb-8-gb-2-x-4-gb-ddr4-2133-cl15-memory-galws48gb2133c15dc,"4,2133","2,4",,White,14.065,15
GeIL SUPER LUCE RGB 8 GB,,https://pcpartpicker.com/product/8sprxr/geil-super-luce-rgb-8gb-2-x-4gb-ddr4-2400-memory-galws48gb2400c16dc,"4,2400","2,4",,White,13.333,16
Crucial Ballistix Elite 16 GB,,https://pcpartpicker.com/product/TNzkcf/crucial-ballistix-elite-16gb-1-x-16gb-ddr4-3200-memory-ble16g4d32aeea,"4,3200","1,16",,,10,16
Crucial Ballistix Sport LT 32 GB,,https://pcpartpicker.com/product/NWc48d/crucial-ballistix-sport-lt-32gb-4-x-8gb-ddr4-2666-memory-bls4k8g4d26bfsb,"4,2666","4,8",,Gray,12.003,16
Crucial Ballistix Sport LT 32 GB,,https://pcpartpicker.com/product/GHWfrH/crucial-ballistix-sport-lt-32gb-4-x-8gb-ddr4-2666-memory-bls4k8g4d26bfsek,"4,2666","4,8",,Red,12.003,16
Crucial Ballistix Sport LT 32 GB,,https://pcpartpicker.com/product/kYdxFT/crucial-ballistix-sport-lt-32gb-4-x-8gb-ddr4-2666-memory-bls4k8g4d26bfsck,"4,2666","4,8",,White,12.003,16
Crucial Ballistix Elite 8 GB,,https://pcpartpicker.com/product/qDjJ7P/crucial-ballistix-elite-8gb-2-x-4gb-ddr3-2000-memory-ble2cp4g3d2001ce1tx0ceu,"3,2000","2,4",,Black,9,9
Corsair Vengeance LED 32 GB,,https://pcpartpicker.com/product/W4Nv6h/corsair-vengeance-led-32gb-2-x-16gb-ddr4-3000-memory-cmu32gx4m2c3000c16r,"4,3000","2,16",,Black / Red,10.667,16
Corsair Vengeance LPX 64 GB,,https://pcpartpicker.com/product/FZ22FT/corsair-vengeance-lpx-64gb-8-x-8gb-ddr4-3000-memory-cmk64gx4m8c3000c16,"4,3000","8,8",,Black,10.667,16
Crucial CT8G4RFS424A 8 GB,28.99,https://pcpartpicker.com/product/xNzkcf/crucial-8gb-1-x-8gb-registered-ddr4-2400-memory-ct8g4rfs424a,"4,2400","1,8",3.624,Green / Black,14.167,17
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/2fdxFT/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-3200-memory-gls416gb3200c16adc,"4,3200","2,8",,Black,10,16
GeIL SUPER LUCE RGB 16 GB,,https://pcpartpicker.com/product/W7448d/geil-super-luce-rgb-16gb-2-x-8gb-ddr4-2666-memory-glws416gb2666c16adc,"4,2666","2,8",,White,12.003,16
Crucial CT8G4RFS4266 8 GB,,https://pcpartpicker.com/product/ZpKcCJ/crucial-8gb-1-x-8gb-registered-ddr4-2666-memory-ct8g4rfs4266,"4,2666","1,8",,Green / Black,14.254,19
GeIL GS48GB2133C15SC 8 GB,,https://pcpartpicker.com/product/yWrmP6/geil-8gb-1-x-8gb-ddr4-2133-memory-gs48gb2133c15sc,"4,2133","1,8",,Black,14.065,15
GeIL GS416GB2133C15DC 16 GB,,https://pcpartpicker.com/product/h7CD4D/geil-16gb-2-x-8gb-ddr4-2133-memory-gs416gb2133c15dc,"4,2133","2,8",,Black,14.065,15
GeIL GS432GB2133C15DC 32 GB,,https://pcpartpicker.com/product/HWrmP6/geil-32gb-2-x-16gb-ddr4-2133-memory-gs432gb2133c15dc,"4,2133","2,16",,Black,14.065,15
GeIL GS48GB2133C15DC 8 GB,,https://pcpartpicker.com/product/pKhKHx/geil-8gb-2-x-4gb-ddr4-2133-memory-gs48gb2133c15dc,"4,2133","2,4",,Black,14.065,15
GeIL EVO POTENZA 8 GB,,https://pcpartpicker.com/product/4gPKHx/geil-evo-potenza-8gb-2-x-4gb-ddr4-2133-memory-gpb48gb2133c15dc,"4,2133","2,4",,Black,14.065,15
GeIL GS44GB2133C15SC 4 GB,,https://pcpartpicker.com/product/g38j4D/geil-4gb-1-x-4gb-ddr4-2133-memory-gs44gb2133c15sc,"4,2133","1,4",,Black,14.065,15
GeIL EVO POTENZA 8 GB,,https://pcpartpicker.com/product/98HRsY/geil-evo-potenza-8gb-2-x-4gb-ddr4-2400-memory-gapb48gb2400c16dc,"4,2400","2,4",,Black,13.333,16
GeIL EVO POTENZA 8 GB,,https://pcpartpicker.com/product/7CrmP6/geil-evo-potenza-8gb-2-x-4gb-ddr4-2666-memory-gapb48gb2666c16adc,"4,2666","2,4",,Black,12.003,16
Corsair Vengeance LED 32 GB,,https://pcpartpicker.com/product/ZDzkcf/corsair-vengeance-led-32gb-2-x-16gb-ddr4-3000-memory-cmu32gx4m2d3000c16r,"4,3000","2,16",,Black / Red,10.667,16
Corsair Vengeance LED 32 GB,,https://pcpartpicker.com/product/Y7CD4D/corsair-vengeance-led-32gb-4-x-8gb-ddr4-3000-memory-cmu32gx4m4d3000c16b,"4,3000","4,8",,Black / Blue,10.667,16
Corsair Vengeance RGB 32 GB,,https://pcpartpicker.com/product/y7CD4D/corsair-vengeance-rgb-32gb-4-x-8gb-ddr4-3000-memory-cmr32gx4m4d3000c16,"4,3000","4,8",,Black,10.667,16
Corsair Vengeance RGB 32 GB,,https://pcpartpicker.com/product/dcMwrH/corsair-vengeance-rgb-32gb-4-x-8gb-ddr4-3000-memory-cmr32gx4m4d3000c16w,"4,3000","4,8",,White,10.667,16
Corsair Vengeance RGB 64 GB,,https://pcpartpicker.com/product/PNyV3C/corsair-vengeance-rgb-64gb-4-x-16gb-ddr4-3000-memory-cmr64gx4m4d3000c16,"4,3000","4,16",,Black,10.667,16
Corsair Vengeance LED 16 GB,,https://pcpartpicker.com/product/JZ22FT/corsair-vengeance-led-16gb-2-x-8gb-ddr4-3000-memory-cmu16gx4m2d3000c16,"4,3000","2,8",,Black / White,10.667,16
Corsair Vengeance LED 16 GB,,https://pcpartpicker.com/product/vcMwrH/corsair-vengeance-led-16gb-2-x-8gb-ddr4-3000-memory-cmu16gx4m2d3000c16r,"4,3000","2,8",,Black / Red,10.667,16
Corsair Vengeance LED 32 GB,,https://pcpartpicker.com/product/XNyV3C/corsair-vengeance-led-32gb-2-x-16gb-ddr4-3000-memory-cmu32gx4m2d3000c16,"4,3000","2,16",,Black / White,10.667,16
Corsair Vengeance LED 32 GB,,https://pcpartpicker.com/product/HKhKHx/corsair-vengeance-led-32gb-4-x-8gb-ddr4-3000-memory-cmu32gx4m4d3000c16,"4,3000","4,8",,Black / White,10.667,16
TEAMGROUP Elite Plus 8 GB,,https://pcpartpicker.com/product/N6448d/team-elite-plus-8gb-1-x-8gb-ddr4-2133-memory-tpd48g2133hc1502,"4,2133","1,8",,Black / Gold,14.065,15
TEAMGROUP T-Force Xtreem 32 GB,,https://pcpartpicker.com/product/yZ22FT/team-t-force-xtreem-32gb-4-x-8gb-ddr4-4000-memory-txd432g4000hc18eqc01,"4,4000","4,8",,Black / Silver,9,18
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/GZ22FT/team-t-force-dark-16gb-4-x-4gb-ddr4-2400-memory-tdged416g2400hc14qc01,"4,2400","4,4",,Silver / Black,11.667,14
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/MWrmP6/team-t-force-dark-16gb-4-x-4gb-ddr4-3000-memory-tdged416g3000hc16cqc01,"4,3000","4,4",,Silver / Black,10.667,16
TEAMGROUP T-Force Dark 32 GB,,https://pcpartpicker.com/product/DRF48d/team-t-force-dark-32gb-4-x-8gb-ddr4-2400-memory-tdged432g2400hc14qc01,"4,2400","4,8",,Silver / Black,11.667,14
TEAMGROUP T-Force Dark 64 GB,,https://pcpartpicker.com/product/s38j4D/team-t-force-dark-64gb-4-x-16gb-ddr4-3000-memory-tdged464g3000hc16cqc01,"4,3000","4,16",,Silver / Black,10.667,16
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/dhjJ7P/team-t-force-dark-16gb-4-x-4gb-ddr4-2400-memory-tdred416g2400hc14qc01,"4,2400","4,4",,Red / Black,11.667,14
TEAMGROUP T-Force Dark 16 GB,,https://pcpartpicker.com/product/Pp3H99/team-t-force-dark-16gb-4-x-4gb-ddr4-3000-memory-tdred416g3000hc16cqc01,"4,3000","4,4",,Red / Black,10.667,16
TEAMGROUP T-Force Dark 32 GB,,https://pcpartpicker.com/product/J38j4D/team-t-force-dark-32gb-4-x-8gb-ddr4-2400-memory-tdred432g2400hc14qc01,"4,2400","4,8",,Red / Black,11.667,14
TEAMGROUP T-Force Dark 64 GB,,https://pcpartpicker.com/product/XwqhP6/team-t-force-dark-64gb-4-x-16gb-ddr4-2400-memory-tdred464g2400hc15bqc01,"4,2400","4,16",,Red / Black,11.667,14
TEAMGROUP T-Force Dark 64 GB,,https://pcpartpicker.com/product/jFXnTW/team-t-force-dark-64gb-4-x-16gb-ddr4-3200-memory-tdred464g3200hc16cqc01,"4,3200","4,16",,Red / Black,10,16
